0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
SUB-JA-2018-109013,JUDICIAL EN VÍA DE APREMIO,4411 0000 06 0274 12,25-01-2019 18:00:00 CET (ISO: 2019-01-25T18:00:00+01:00),14-02-2019 19:33:36 CET (ISO: 2019-02-14T19:33:36+01:00),"2.097.316,60 €",BOE-B-2019-2529,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-JA-2018-105349,JUDICIAL EN VÍA DE APREMIO,0064 0000 06 0486 16,24-01-2019 18:00:00 CET (ISO: 2019-01-24T18:00:00+01:00),13-02-2019 18:00:00 CET (ISO: 2019-02-13T18:00:00+01:00),"97.241,50 €",BOE-B-2019-2209,"154.000,00 €","0,00 €",Sin puja mínima,"3.080,00 €","7.700,00 €","C/ NUEVA, 36",02230,MADRIGUERAS,Albacete,"77.000,00 €"
SUB-NE-2019-365643,NOTARIAL EN VENTA EXTRAJUDICIAL,24-01-2019 18:00:00 CET (ISO: 2019-01-24T18:00:00+01:00),13-02-2019 18:00:00 CET (ISO: 2019-02-13T18:00:00+01:00),BOE-B-2019-2470,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,,,
SUB-JC-2018-113593,JUDICIAL CONCURSAL,2376 0000 52 0191 17,24-01-2019 18:00:00 CET (ISO: 2019-01-24T18:00:00+01:00),13-02-2019 18:42:26 CET (ISO: 2019-02-13T18:42:26+01:00),"1.424.031,38 €",BOE-B-2019-2177,"392.000,00 €","0,00 €",Sin puja mínima,"7.840,00 €","19.600,00 €",CALLE FRANCIA Nº 16,28907,GETAFE,Madrid,"274.400,00 €"
SUB-JA-2018-112869,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0126 17,24-01-2019 18:00:00 CET (ISO: 2019-01-24T18:00:00+01:00),13-02-2019 19:04:02 CET (ISO: 2019-02-13T19:04:02+01:00),"312.199,87 €",BOE-B-2019-2193,"345.692,11 €","0,00 €","200,00 €","6.913,84 €","17.284,60 €","C/ ALIANZA Nº 14, 1º A, ANEJO PLAZA GARAJE Nº 33, SOTANO 1º,",28041,MADRID,Madrid,"152.304,48 €"
SUB-JC-2019-114576,JUDICIAL CONCURSAL,0951 0000 52 0454 16,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),12-02-2019 01:11:00 CET (ISO: 2019-02-12T01:11:00+01:00),"1.698.556,40 €",BOE-B-2019-1829,Ver valor de subasta en cada lote (los lotes se subastan de forma independiente),Ver valor de tasación en cada lote (los lotes se subastan de forma independiente),Ver puja mínima de cada lote (adjudicación independiente),Ver tramos de cada lote (adjudicación independiente),Ver importe de consignación de cada lote (adjudicación independiente),,,,,
SUB-NE-2019-365637,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"55.661,29 €",BOE-B-2019-2146,No consta,"79.647,60 €",Sin puja mínima,Sin tramos,"3.982,38 €","CALLE INGENIERO LA CIERVA 4, 3º IZQUIERDA SEVILLA",41006,Sevilla,Sevilla,,
SUB-NE-2019-365639,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"134.220,24 €",BOE-B-2019-2147,No consta,"223.870,00 €",Sin puja mínima,Sin tramos,"11.193,50 €","ERNEST LLUCH, NÚMERO 51, QUINTA PLANTA, PUERTA 9",46780,Oliva,Valencia,,
SUB-NE-2019-345892,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"256.812,77 €",BOE-B-2019-2142,No consta,"235.014,49 €",Sin puja mínima,Sin tramos,"11.750,72 €","PARTIDA MONTIVER PUBICHOL, PARCELA 18, POLÍGONO 46",46500,Sagunto/Sagunt,Valencia,,
SUB-NE-2019-345891,NOTARIAL EN VENTA EXTRAJUDICIAL,22-01-2019 18:00:00 CET (ISO: 2019-01-22T18:00:00+01:00),11-02-2019 18:00:00 CET (ISO: 2019-02-11T18:00:00+01:00),"127.373,34 €",BOE-B-2019-2138,No consta,"215.074,84 €",Sin puja mínima,Sin tramos,"10.753,74 €","Lisboa, número 47, 7ºA, TORREJON DE ARDOZ",28850,Torrejón de Ardoz,Madrid,,
